CreatorOS Production Issue History Export
  ==========================================
  Generated: 2026-06-05T18:41:38.162Z
  Source: Production PostgreSQL (read-only replica)

  Tables included (oldest to newest, all rows):
    1. audit_logs          — 3,669 rows from 2026-02-24 (OLDEST RECORD)
    2. dead_letter_queue   — 1,337 rows from 2026-03-25
    3. autonomous_action_log — 2,357 rows from 2026-04-27
    4. security_events     — 115 rows from 2026-04-11
    5. pipeline_traces     — 14 rows from 2026-05-24

  Prompt for AI analysis:
    "The following is the full issue/event history for an autonomous YouTube
     channel automation system called CreatorOS. Identify recurring failure
     patterns, systemic problems, periods of instability, and root causes.
     Note any escalation trends and what was working vs broken at each phase."

  ==========================================

  

================================================================================
SECTION: AUDIT LOGS (audit_logs) — 3,669 rows from 2026-02-24
309,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 18:52:06.178
310,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 18:52:48.43
311,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 18:53:32.957
312,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 18:54:15.902
313,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 18:54:56.402
314,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 18:55:47.21
315,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 18:56:47.457
316,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 18:58:23.151
317,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 18:59:12.939
318,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 18:59:47.697
319,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:00:28.15
320,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:01:04.456
321,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:01:39.212
322,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:02:14.204
323,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:02:50.156
324,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:03:27.706
325,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:04:05.158
326,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:04:40.177
327,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:05:17.452
328,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:05:53.711
329,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:06:28.939
330,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:07:04.964
331,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:07:39.437
332,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:08:14.193
333,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:08:48.659
334,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-02 19:09:24.215
335,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 07:16:57.233
336,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 07:17:13.944
337,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 07:17:30.007
338,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 07:17:51.665
339,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 07:18:09.326
340,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 07:18:33.081
341,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 07:18:49.327
342,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 07:19:06.347
343,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 07:19:21.967
344,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 90% confidence,2026-05-03 07:22:58.287
345,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-03 07:23:15.931
346,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-03 07:23:24.885
347,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-03 07:23:38.461
348,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 95% confidence,2026-05-03 07:23:46.501
349,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-03 07:23:58.185
350,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 95% confidence,2026-05-03 07:24:06.821
351,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 08:16:54.471
352,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 08:17:58.582
353,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 08:18:17.545
354,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 08:18:33.604
355,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 08:18:57.242
356,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-03 08:22:00.944
357,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 09:19:04.942
358,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 09:19:29.643
359,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 09:19:53.807
360,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-03 09:20:13.709
361,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 95% confidence,2026-05-03 09:24:55.027
362,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-03 09:25:24.149
363,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 90% confidence,2026-05-03 09:26:01.137
364,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 95% confidence,2026-05-03 09:26:08.949
365,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 90% confidence,2026-05-03 09:26:20.365
366,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 20:03:57.28
367,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 20:09:49.028
368,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 95% confidence,2026-05-04 20:10:05.306
369,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-04 20:10:15.058
370,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 20:12:00.52
371,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 20:24:36.541
372,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 20:37:23.327
373,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 95% confidence,2026-05-04 20:38:42.806
374,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 90% confidence,2026-05-04 20:39:22.571
375,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 90% confidence,2026-05-04 20:39:41.075
376,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 95% confidence,2026-05-04 20:40:12.551
377,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-04 20:40:44.084
378,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-04 20:40:55.03
379,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 20:43:35.273
380,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 20:48:30.041
381,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 20:52:52.786
382,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 20:53:37.537
383,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 20:55:56.263
384,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 21:37:24.533
385,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 21:37:54.035
386,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 21:38:14.314
387,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-04 21:38:31.292
388,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-04 21:41:19.814
389,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 90% confidence,2026-05-04 21:41:33.068
390,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-04 21:41:46.842
391,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-04 21:42:24.323
392,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 4 strategies with 95% confidence,2026-05-04 21:42:41.794
393,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 5 strategies with 95% confidence,2026-05-04 21:42:50.086
394,7210ff92-76dd-4d0a-80bb-9eb5be27508b,autonomous-content-pipeline,full_content_optimization,Applied 3 strategies with 90% confidence,2026-05-04 21:42:58.546
395,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:06:10.577
396,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:08:03.519
397,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:15:54.213
398,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:20:22.057
399,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:21:17.278
400,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:22:08.085
401,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:22:55.536
402,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:23:42.821
403,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:24:35.537
404,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:25:19.333
405,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:26:01.037
406,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:27:20.571
407,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:27:54.591
408,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:28:28.572
409,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:29:02.573
410,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:29:38.084
411,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:30:11.792
412,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:30:46.04
413,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:31:19.31
414,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:31:59.301
415,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:32:35.828
416,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:33:15.08
417,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:34:56.778
418,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:48:12.606
419,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:49:45.929
420,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 07:52:20.363
421,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:04:31.607
422,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:07:42.39
423,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:08:32.858
424,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:09:07.387
425,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:14:45.083
426,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:17:42.571
427,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:18:19.588
428,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:18:54.849
429,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:19:31.351
430,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:20:07.813
431,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:21:23.843
432,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:21:58.308
433,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:22:30.142
434,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:23:01.991
435,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:23:36.243
436,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:24:07.972
437,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:24:39.179
438,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:25:09.605
439,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:25:39.566
440,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:26:11.861
441,7210ff92-76dd-4d0a-80bb-9eb5be27508b,vod-seo-optimizer,optimize_metadata,"Improved SEO title, description, and tags using creator DNA, past SEO learnings, and thumbnail visual intelligence.",2026-05-05 08:26:45.139
